-1.3965,-0.33067,0.015371,0.075709,0.10315,-0.17797,-0.12512,-0.32929,-0.017805,0.14918,0.017238,0.15862,0.041973,-0.013796,-0.022291,0.041827,0.070604,-0.035527,0.003401,-0.035794,-0.010992,0.020091,0.033006,0.0032072,0.0020779,-0.0033626,0.016861,0.010479,0.00089968,-1
0.033747,-0.043232,0.26974,0.069288,0.06324,-0.46467,-0.14983,0.0097063,-0.003819,0.32447,0.054451,0.25276,-0.060962,0.082673,0.23328,0.096596,0.076467,0.12861,0.40229,0.082125,-0.059863,0.043189,-0.15705,-0.069103,0.091716,0.029133,0.039469,0.094236,-0.0027624,1
1.0465,-0.3966,-0.20142,0.25333,-0.049772,-0.016686,-0.008716,0.061831,-0.036349,-0.021352,0.036707,-0.018879,-0.031295,0.0057547,0.051155,0.0089525,-0.0047825,0.01147,-0.016905,0.0038164,0.011862,-0.0070496,0.0022997,0.0070026,1.9889e-05,-0.00061896,-0.00093024,0.00020377,0.00077299,1
0.94167,-0.36177,-0.45651,-0.097087,-0.030588,0.099106,0.07497,-0.1264,-0.015913,-0.054157,-0.052458,0.052996,-0.043362,0.008108,-0.046721,-0.028868,-0.02294,0.0087889,0.0044855,-0.0035725,0.00072672,-0.0099804,-0.0057662,0.0067902,0.0016411,0.0023979,0.0011989,0.0021601,0.0018617,1
-1.5683,-0.30218,-0.052409,0.063402,0.036701,0.0062962,-0.073026,-0.059855,-0.21818,0.2018,-0.028677,-0.03521,0.03048,0.033732,-0.0061825,-0.043165,-0.019993,-0.011201,0.0019541,0.0032097,-0.0026364,-0.026873,-0.029026,0.0052986,-0.0046131,-0.0024139,-0.0019682,-0.0068278,0.00067447,-1
1.0442,-0.39427,-0.22241,0.25626,-0.040426,-0.119,0.12626,0.098948,-0.054445,0.0067435,0.00087847,0.016599,-0.045856,0.014388,0.043231,-0.0028388,-0.015143,-0.004208,-0.012409,0.0037537,0.014105,-0.010777,0.00034614,0.0054573,-0.00073988,-0.00050825,-0.001968,-0.0026681,0.00033984,1
-1.475,-0.35747,-0.03249,0.0052143,-0.2322,0.09,0.14298,0.11597,0.20343,-0.16679,0.06772,-0.068645,-0.017569,-0.035785,0.0011458,0.015392,-0.026984,0.00092499,-0.0022687,0.012427,-0.010337,-0.027117,-0.019402,0.0063503,-0.0015006,-0.0009873,-0.0024023,0.0016989,-0.00010063,-1
0.69411,1.2848,-0.18414,0.62214,-0.88441,-0.4782,0.00080805,-0.13311,0.041642,0.061999,0.014425,0.11428,-0.00073302,0.10223,0.028844,0.09114,0.085662,-0.0030471,-0.028615,-0.025483,-0.11523,-0.078651,0.0385,-0.093908,0.003392,0.0059934,0.012479,-0.016696,-0.0027662,1
-0.27805,1.8518,-0.36894,0.11936,0.027167,0.058319,-0.12593,0.0010542,0.088142,0.15611,-0.2371,-0.012877,-0.044613,0.029244,0.011928,0.0048286,0.069759,0.0034584,0.01403,-0.030131,0.0051275,0.066903,0.053858,-0.0097815,0.013546,0.0036405,0.01709,0.016266,-0.00050826,-1
-1.5658,-0.30555,-0.016391,-0.0012584,-0.10367,0.10469,0.11476,0.12643,0.10802,-0.035592,0.086703,-0.098085,0.00027059,-0.032456,0.0014961,-0.0016666,-0.039961,-0.012881,0.0095421,0.015618,-0.021954,-0.059033,-0.054393,0.012731,-0.0044376,-0.0017171,-0.0057884,-0.0049375,-0.00031159,-1
0.071151,1.8565,0.34047,-0.097461,0.19158,-0.073932,0.25729,-0.83582,0.014191,-0.089355,0.034828,-0.13161,-0.00013179,-0.050379,0.07179,0.067855,0.1521,-0.054846,-0.10468,0.3486,0.43186,-0.20809,-0.052218,-0.18907,-0.020415,0.02786,0.027129,0.025487,-0.0041707,-1
1.0609,-0.35587,-0.18357,0.32291,-0.063343,-0.10547,0.087269,0.11216,-0.055329,0.014079,0.038129,-0.019489,-0.02267,-0.002218,0.068978,0.01954,-0.0020333,0.014047,-0.023795,0.0027572,0.0095265,-0.01535,0.022182,-0.0080658,-0.015482,-0.011701,-0.0139,-0.022657,0.0010788,1
-1.4834,-0.34481,-0.050815,0.070076,-0.049611,-0.027955,-0.052366,-0.092371,-0.091299,0.061571,-0.044645,0.015147,0.0070449,0.024662,-0.0025288,-0.018403,0.0044275,0.002273,-0.0073857,-0.0054072,0.011891,0.019831,0.021572,-0.00391,0.0006505,0.0002849,0.0034694,0.0028486,0.00072865,-1
-0.22185,1.6042,-0.14828,0.15178,0.17519,0.010345,-0.13997,0.2229,-0.12656,-0.020714,-0.2766,0.28234,0.19558,-0.23907,0.18778,0.04762,-0.11477,0.0048077,-0.031042,-0.00016791,0.13509,0.11506,0.060006,0.10247,-0.073494,-0.057761,-0.07362,-0.11005,-0.00036136,-1
0.15116,0.33181,0.6821,-0.82288,0.63245,-0.28069,0.02947,-0.29029,-0.071401,-0.19077,0.038479,-0.17762,-0.026022,-0.040346,0.11008,-0.12359,-0.03239,0.035676,0.058486,-0.043994,-0.089121,-0.0088905,-0.015197,0.018291,0.02739,0.018556,0.017025,0.034742,-0.00055622,1
0.85504,-0.22258,0.3616,0.56985,0.4653,0.19112,-0.5789,0.088735,0.0075687,0.17256,0.18281,-0.21343,0.18224,-0.13513,-0.29006,-0.069452,0.059673,0.15092,-0.014521,-0.0018099,0.03679,0.025317,0.027789,-0.014362,5.8615e-05,-0.0081346,0.023944,0.00050456,-0.00092185,1
0.92293,-0.36362,-0.49083,-0.16542,-0.036359,0.14396,0.077944,-0.14939,-0.015312,-0.045448,-0.043807,0.049355,-0.031516,-0.0021257,-0.058093,-0.030415,-0.026186,0.010173,0.0092953,-0.0055444,-0.0023504,-0.0092156,0.0014145,0.00025027,0.0012227,0.0025889,0.0013892,0.0025432,0.0019182,1
